timestamp_ms,x,y,z,activity
27,0.014165961834609709,-0.023823282614875076,-0.009430580412439908,LYING_DOWN
49,-0.004850223823430722,0.012042630970674269,-0.006945424002749626,LYING_DOWN
74,-0.00394424497246604,0.007798814345794936,0.004122944977145546,LYING_DOWN
95,0.0008475768784280838,0.006836820303884389,-0.00563067262795089,LYING_DOWN
127,-0.002620755171040252,0.005650159386283166,-0.009900643431655393,LYING_DOWN
147,0.007887171742241244,0.006228555258980239,-0.00040796986068927825,LYING_DOWN
176,-0.02895587525171745,-0.006866391575540875,0.010718677357257374,LYING_DOWN
195,-0.017983753536337237,0.0291679769065429,0.0033625934108723415,LYING_DOWN
223,-0.02208941518330199,-0.005776298061490465,0.004445790269468998,LYING_DOWN
246,0.014267382397595434,-0.011974633142730912,0.02321862297185823,LYING_DOWN
268,0.008347677180014654,0.0206998890995009,0.006931268130663871,LYING_DOWN
296,-0.007072642465586838,-0.0038105032176787056,-0.005484918282754005,LYING_DOWN
316,0.003939000128130254,0.000737192614788268,0.0011908350211595128,LYING_DOWN
343,-0.01795625993296453,-0.009934855583795232,-0.012411154639733727,LYING_DOWN
381,-0.003132236133549276,-0.0024181595287316626,-0.003739898081872912,LYING_DOWN
398,0.01503751094269216,0.004984890068486682,0.014103560124817663,LYING_DOWN
415,0.006589140359151488,0.0034662134953297387,0.004429123458791552,LYING_DOWN
448,0.0217242526941202,-0.012090387774640401,-0.012004760954571765,LYING_DOWN
473,-0.005004220592052025,0.007770989476642731,-0.007584767867627402,LYING_DOWN
499,0.011731098058884787,-0.007647462932290298,-0.015272703600833475,LYING_DOWN
517,0.001107930270743587,-0.0155179890608526,0.022034703126264335,LYING_DOWN
543,0.003266487208563659,0.009252520711484294,-0.005017242732424882,LYING_DOWN
563,0.002648823211426311,0.003489402821921466,-0.012615489047810787,LYING_DOWN
584,0.007877124784255885,-0.002135149122944883,0.014891834130295538,LYING_DOWN
614,0.013541603958759505,-0.007652167623880108,0.0003547498008781781,LYING_DOWN
636,0.0006972392486895136,0.00786186307895554,-0.010484585586450235,LYING_DOWN
654,0.003920718344411186,-0.002537211089148072,-0.009595472180912744,LYING_DOWN
691,-0.000956473539800572,-0.006810320186929627,-0.011863219225926048,LYING_DOWN
708,0.003001384590769947,0.005781644718179555,-0.002543597156060238,LYING_DOWN
730,-0.008139481351574973,0.003008684489646255,-0.0023788229759914028,LYING_DOWN
755,0.010280873227868494,-0.011959145521434997,0.0035507607805945933,LYING_DOWN
785,0.0072645285672263875,0.012713906731372442,-0.009446623873622734,LYING_DOWN
804,0.0034270227723589364,-0.0166314761216397,-0.00618422780762985,LYING_DOWN
826,-1.877840098638141e-05,-0.007969345997103578,0.003359311969204201,LYING_DOWN
861,-0.006637756924444958,0.003778827938867748,0.011958358980816312,LYING_DOWN
876,-0.009492466034051033,-0.0007851816248087006,0.01941000979575698,LYING_DOWN
908,-0.0111922655744099,0.008140596691559214,0.01117317467798562,LYING_DOWN
931,-0.00791238721117379,0.005948465147167055,-0.012751915947440944,LYING_DOWN
952,0.009483688390859035,-0.02367407940702796,-0.003890560058597723,LYING_DOWN
984,0.004499620092701791,0.013465732763468801,0.006078201091357731,LYING_DOWN
1008,-0.014362795418147055,-0.004874830036797799,-0.009530638705733225,LYING_DOWN
1033,-0.009704210139312795,0.00014973870304384868,-0.013460981809381553,LYING_DOWN
1053,0.013782395185315242,-0.007484050067575785,-0.016707669951113086,LYING_DOWN
1078,0.017166468001982498,-0.010690725558534201,-0.001139362236401824,LYING_DOWN
1092,0.008799589456055537,0.006587317452295568,-0.007660201729477456,LYING_DOWN
1127,0.021722095505078753,0.004937069788075534,-0.004641093743998169,LYING_DOWN
1153,-0.00676219920850641,0.0027130934628219233,-0.013048472294294757,LYING_DOWN
1183,0.0047261131166807645,-0.006369077485150203,0.002942033462008348,LYING_DOWN
1214,-0.006203150362901353,0.015977330259157485,-0.008623698723762787,LYING_DOWN
1231,0.02289999806237784,0.003985815150622199,-0.012955099297347037,LYING_DOWN
1267,0.004748234380131998,0.006130509660367865,-0.01185001514189217,LYING_DOWN
1280,0.00466845539223254,0.0010863947532112515,-0.013691028648130961,LYING_DOWN
1310,0.004178345163115839,0.003224872327151174,0.004488866859755055,LYING_DOWN
1336,-0.006550632311735381,0.011874098572303704,0.006603396993862798,LYING_DOWN
1349,-0.00014125448235793758,0.010760600105864476,-0.007812399582155243,LYING_DOWN
1389,-0.022752468683535112,0.011407649328903818,-0.008538752679807358,LYING_DOWN
1402,-0.004052472517916821,0.0014182255615434838,0.019842370753675037,LYING_DOWN
1432,-0.009725284075196614,0.0016322841999638258,0.0074434258775212606,LYING_DOWN
1456,0.008523903693684642,-0.011347734603347261,0.013761676234367361,LYING_DOWN
1481,0.014141924984701354,-0.001650045370738954,0.00477859739883097,LYING_DOWN
1504,0.003320392421610143,-0.005328697580547085,0.0006088447565614585,LYING_DOWN
1532,-0.009863694058464292,-0.008039337970727405,0.001739221709293,LYING_DOWN
1565,-0.010575171707133206,0.000311908099276523,0.015063232920933077,LYING_DOWN
1577,0.00814356809499879,0.0010356897254605885,0.02133700113799486,LYING_DOWN
1611,-0.0021061827960494025,-0.006847220264982935,0.003556889232573948,LYING_DOWN
1633,-0.0020343613323655315,-0.01672648929678899,0.0010127585601339708,LYING_DOWN
1660,-0.010337396481644681,-0.0023461982140139297,0.009537524952919265,LYING_DOWN
1686,0.003137316061478377,0.00030409237977652815,0.007443674915117712,LYING_DOWN
1711,0.0027212447506088397,0.0033860517330712597,-0.0013035897713748613,LYING_DOWN
1734,0.008838920404116903,-0.008656253486030914,-0.00629006925676392,LYING_DOWN
1752,-0.008833678220217652,-0.012891337009549924,-0.006943158717408535,LYING_DOWN
1773,0.0003663962189007145,-0.018252810627465275,0.01561230912117233,LYING_DOWN
1808,-0.013707879115314047,3.747553961706205e-05,-0.003923004101116669,LYING_DOWN
1831,0.00300942825761754,-0.005749048554981178,-0.003165300864051754,LYING_DOWN
1862,0.0007846530658630171,0.006045688565844444,-0.003572229293040168,LYING_DOWN
1881,-0.003041458049082233,-0.014137857210602107,-0.012166587605878637,LYING_DOWN
1905,0.009864911046269173,0.013393408363843312,0.0050078565366287655,LYING_DOWN
1926,-0.012207122053406284,-0.0017940434373977896,-0.0004954511203783211,LYING_DOWN
1947,0.016576438304779756,-0.0020276233801765843,0.004358217133144632,LYING_DOWN
1983,0.0049182380856638555,0.0015567185395255994,0.01405381354010559,LYING_DOWN
2013,0.0066342879363890505,0.007124743302787538,-0.0019495078050784035,LYING_DOWN
2030,0.003597073377514289,0.008098611009362303,0.0009974610638602255,LYING_DOWN
2060,-0.006352923852674975,-0.018388557427354388,-0.006922267078825948,LYING_DOWN
2085,-0.004915121552021527,-0.00561624360300532,0.00898952914101511,LYING_DOWN
2099,0.01050077063539462,0.004518950555530184,0.004400943173181566,LYING_DOWN
2131,0.0006392794990422705,0.005873600337284184,0.010721706608052464,LYING_DOWN
2150,0.004039795993678645,0.002293236791821672,0.016001236700459,LYING_DOWN
2180,-0.0027180669361924208,-0.00878800051085344,-0.013081213732174449,LYING_DOWN
2208,0.00940062311593251,0.004286945228254179,0.015814875163265997,LYING_DOWN
2230,0.007458417004839388,-0.001747311533925909,-0.012479494142577903,LYING_DOWN
2256,-0.01233656419201331,0.00010307211855285112,-0.010379985570865757,LYING_DOWN
2287,0.02072832255958724,0.012307953548991713,-0.01965898460926376,LYING_DOWN
2315,0.011440714352099904,-0.0009626120348681722,0.015455304918384974,LYING_DOWN
2329,0.009292652309487151,0.004647241614767323,-0.005129093797573424,LYING_DOWN
2356,0.004186932789944845,0.014678517642361366,0.00585005671390763,LYING_DOWN
2381,0.0003010030343302022,0.010112407041620594,-0.00645793323423007,LYING_DOWN
2403,0.009576998513544358,-0.012418459469629058,0.0167588420121752,LYING_DOWN
2435,0.02712118021228642,-0.01057829419195945,-0.01252468580938061,LYING_DOWN
2453,-4.847907570739649e-05,-0.01989062841739233,-0.00038320400909281493,LYING_DOWN
2483,-0.010277830276750275,0.010664744063288148,-0.011363717473018193,LYING_DOWN
2507,0.0005513295473598132,-0.001646965866739572,-0.00282798086157423,LYING_DOWN
2526,0.0016070999723444988,-0.0053292318178139375,0.013815115502564753,LYING_DOWN
2547,0.01058536854668441,-0.0007707469141645162,0.002785109715170002,LYING_DOWN
2580,-0.011613600978676133,-0.011628481235833881,0.003052025792513889,LYING_DOWN
2603,-0.0036209069666513116,0.0057248997713955745,0.007632429543788991,LYING_DOWN
2625,-0.002376871365503319,-0.008824814817147203,-0.005202841267176001,LYING_DOWN
2658,0.010739451247087207,0.009092706496696813,-0.01257387061382871,LYING_DOWN
2678,0.012092233537788566,0.0026976455649559005,-0.011290874083033623,LYING_DOWN
2699,0.0028571366887111464,-0.0005448541916995455,-0.005077383582484369,LYING_DOWN
2730,0.011669994554896047,0.0056415997376138395,0.011784543630672842,LYING_DOWN
2748,0.0018976890494858756,-0.002378679559511663,-9.901593207925754e-05,LYING_DOWN
2784,0.0018262507491054682,-0.00020689964088091772,-0.004989800146605004,LYING_DOWN
2802,-0.02238684911332407,0.012134822613839042,0.0006421547115108308,LYING_DOWN
2834,-0.008342102557795193,0.016856926667853888,-0.0073430770227071885,LYING_DOWN
2853,-0.010668306168044601,0.005634187173600603,0.00848099361134261,LYING_DOWN
2870,0.005287648739940629,0.014094623524043795,0.00765585607932191,LYING_DOWN
2899,0.001458805869990272,-0.015601015556926839,-0.007999057694055706,LYING_DOWN
2927,-0.01028320452139154,0.0015269782058461487,0.016829470707950864,LYING_DOWN
2950,0.001057604747529739,-1.4549955806683079e-05,-0.012401329936250663,LYING_DOWN
2976,-0.0006790517951855349,-0.004523942193148945,0.004292952928434424,LYING_DOWN
3005,0.0045125360051891505,0.005500500074577904,-0.0032416941960146943,LYING_DOWN
3021,-0.005045520259824325,0.01935370724237701,0.008189401812536861,LYING_DOWN
3049,-0.0067213556007176,0.005368852378512486,0.008514524397210337,LYING_DOWN
3069,0.012865215303105358,0.011425013459762764,0.0006490715850901515,LYING_DOWN
3098,-0.002161985679316492,0.014035444778275855,0.0026890024311836654,LYING_DOWN
3126,0.01078176477394206,0.013515855392457034,-0.014161436305355721,LYING_DOWN
3145,-0.008452709910005365,0.001061769523474061,-0.015070445616364439,LYING_DOWN
3167,-0.001817767056067886,-0.005705334305677648,-7.239487986343127e-05,LYING_DOWN
3192,-0.002815432705794743,0.011747566553217941,0.002847991905004036,LYING_DOWN
